student_id,gender,subject_area,socioeconomic_band,prior_ai_experience,ai_training_completed,ai_confidence_score_1_5,actual_ai_use,writing_formality_score,paraphrase_similarity_score,source_citation_quality_score,detector_score,detection_flag,human_review_completed,misconduct_case_opened,appeal_submitted,appeal_successful,is_false_positive,is_false_negative,stress_test_note,actual_ai_use_binary,detection_flag_binary,false_positive_binary,false_negative_binary,appeal_success_binary,system_type,case_study
STUD01779,Male,Arts & Humanities,Medium,High,Yes,3.27,Yes,0.494,0.533,0.567,0.646,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01780,Female,Education,Medium,Medium,Yes,3.57,Yes,0.597,0.857,0.765,0.731,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01781,Male,Social Sciences,Medium,Medium,No,4.04,Yes,0.524,0.758,0.577,0.95,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01782,Non-disclosed,Education,Low,Low,No,2.5,No,0.846,0.15,0.446,0.532,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01783,Male,STEM,Medium,Medium,No,2.29,No,0.536,0.056,0.485,0.326,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01784,Male,Arts & Humanities,Medium,Low,No,3.51,No,0.561,0.361,0.378,0.015,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01785,Female,Health,Medium,Medium,Yes,3.04,No,0.351,0.462,0.516,0.475,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01786,Male,Arts & Humanities,Medium,Medium,No,3.7,Yes,0.548,0.56,0.881,0.713,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01787,Female,Education,High,Low,Yes,2.39,Yes,0.617,0.468,1,0.71,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01788,Male,Social Sciences,High,Medium,Yes,2.72,No,0.977,0.609,0.614,0.525,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01789,Female,STEM,Low,Medium,No,2.21,Yes,0.62,0.603,0.475,0.638,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01790,Male,STEM,Medium,High,Yes,4.41,Yes,0.752,0.939,0.766,0.908,Yes,No,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01791,Female,Health,High,High,No,3.66,No,0.346,0.392,0.58,0.091,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01792,Female,Social Sciences,Medium,Medium,Yes,2.23,No,0.615,0.421,0.45,0.238,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01793,Female,Arts & Humanities,Medium,High,Yes,3.55,No,0.618,0.249,0.364,0.138,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01794,Male,Education,Medium,Medium,No,3.66,Yes,0.593,0.757,0.675,0.866,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01795,Female,Business,Medium,Medium,No,2.81,No,0.702,0.222,0.456,0.233,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01796,Female,STEM,High,Low,No,2.3,Yes,0.427,0.476,0.752,0.873,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01797,Male,STEM,Low,Medium,No,2.51,Yes,0.36,0.605,0.969,0.757,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01798,Male,Business,Medium,Medium,No,3.6,No,0.624,0.464,0.361,0.323,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01799,Female,Social Sciences,Low,Medium,Yes,1.87,No,0.605,0.289,0.853,0.412,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01800,Male,STEM,Low,Medium,No,2.69,Yes,0.687,0.631,0.616,0.625,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01801,Male,STEM,Medium,Medium,No,3.87,No,0.821,0.334,0.382,0.393,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01802,Male,Arts & Humanities,Medium,High,No,4.89,Yes,0.813,0.552,0.422,0.759,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01803,Female,Business,Medium,Low,No,3.17,Yes,0.544,0.771,0.845,0.818,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01804,Non-disclosed,Education,Medium,Low,No,3.27,Yes,0.624,0.375,0.328,0.825,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01805,Female,Health,High,Medium,No,2.31,Yes,0.399,0.7,0.448,0.701,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01806,Male,Business,Low,Medium,No,3.8,Yes,0.371,0.648,0.823,0.753,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01807,Non-disclosed,Health,Low,Medium,No,3.08,No,0.641,0.225,0.667,0.465,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01808,Male,Business,Medium,Low,No,1.74,Yes,0.778,0.506,0.427,0.662,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01809,Male,STEM,High,Medium,No,2.98,No,0.672,0.3,0.543,0.357,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01810,Female,Social Sciences,Medium,Medium,No,2.17,Yes,0.73,0.772,0.769,0.878,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01811,Male,STEM,Medium,Medium,No,4.11,No,0.329,0.336,0.566,0.258,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01812,Male,Business,High,Medium,No,3.51,No,0.624,0.378,0.431,0.416,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01813,Male,Business,High,High,No,3.52,Yes,0.244,0.609,0.854,0.559,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01814,Female,Health,Medium,Medium,No,2.04,No,0.269,0.355,0.54,0.301,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01815,Female,Arts & Humanities,High,Low,Yes,2.38,Yes,0.812,0.671,0.66,0.875,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01816,Non-disclosed,STEM,Medium,Medium,No,3.48,No,0.559,0.399,0.312,0.128,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01817,Female,Arts & Humanities,High,Low,Yes,3.81,No,0.592,0.218,0.789,0.298,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01818,Male,STEM,High,High,No,5,Yes,0.766,0.418,0.656,0.63,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01819,Female,Arts & Humanities,High,Medium,Yes,3.78,No,0.588,0.556,0.954,0.242,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01820,Female,Arts & Humanities,Medium,High,Yes,2.76,Yes,0.577,0.684,0.321,0.642,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01821,Non-disclosed,STEM,Low,Low,No,2.38,No,0.46,0.317,0.327,0.134,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01822,Female,Arts & Humanities,Low,Low,Yes,1.77,No,0.637,0.423,0.833,0.506,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01823,Male,Business,High,High,Yes,4.16,Yes,0.198,0.566,0.789,0.484,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01824,Male,STEM,Medium,High,No,5,No,0.835,0.319,0.808,0.392,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01825,Female,Business,Medium,Medium,Yes,2.04,Yes,0.401,0.497,0.716,1,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01826,Female,Business,High,Medium,No,3.55,No,0.61,0.395,0.798,0.252,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01827,Male,Health,Medium,Medium,Yes,3.69,No,0.488,0.238,0.72,0.395,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01828,Non-disclosed,Business,Low,High,No,4.25,No,0.631,0.369,0.703,0.014,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01829,Female,Education,Medium,Low,No,2.4,Yes,0.732,0.693,0.557,0.697,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01830,Male,STEM,Medium,High,Yes,4.36,Yes,0.533,0.86,0.694,0.762,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01831,Female,Business,Medium,Medium,No,3.8,No,0.744,0.494,0.663,0.271,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01832,Female,Arts & Humanities,Medium,Medium,No,3.07,No,0.49,0.292,0.458,0.26,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01833,Female,Health,High,Medium,No,3.14,Yes,0.566,0.827,0.382,0.821,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01834,Female,Health,High,Low,No,2.12,No,0.63,0.278,0.354,0.31,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01835,Female,Social Sciences,Low,Low,No,2.38,No,0.716,0.236,0.684,0.344,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01836,Male,STEM,Low,High,Yes,3.68,Yes,0.595,0.547,0.461,0.674,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01837,Female,STEM,Low,Low,No,2.08,Yes,0.548,0.524,0.322,0.733,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01838,Female,Business,Low,Low,Yes,2.35,Yes,0.396,0.628,0.406,0.563,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01839,Female,Arts & Humanities,Medium,Low,No,2.27,No,0.723,0.283,0.567,0.256,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01840,Female,Education,Medium,High,Yes,2.86,No,0.903,0.587,0.748,0.511,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01841,Female,STEM,Low,Low,No,1.82,No,0.58,0.638,0.41,0.522,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01842,Male,STEM,Low,High,No,4.02,Yes,0.483,0.732,0.575,0.795,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01843,Female,Education,Medium,Low,Yes,2.73,Yes,0.625,0.719,0.693,0.863,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01844,Male,STEM,Medium,High,Yes,4.05,Yes,0.566,0.595,0.655,0.766,Yes,Yes,Yes,Yes,Yes,No,No,Synthetic demonstration only - not real student data,1,1,0,0,1,ai_detection_tool,AI detection fairness stress test
STUD01845,Female,Social Sciences,Low,High,No,3.42,Yes,0.902,0.694,0.721,0.703,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01846,Male,Business,Low,Low,No,3.57,No,0.491,0.577,0.52,0.206,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01847,Female,Arts & Humanities,Medium,Medium,No,3.37,No,0.512,0.18,0.472,0.334,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01848,Female,Business,Low,Medium,Yes,3.56,Yes,0.709,0.624,0.527,0.946,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01849,Female,STEM,High,Medium,No,2.71,Yes,0.407,0.633,0.943,0.629,Yes,No,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01850,Male,Social Sciences,Medium,High,No,4.46,No,0.492,0.594,0.462,0.149,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01851,Female,Health,Medium,High,No,3.6,Yes,0.427,0.923,0.469,0.541,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01852,Female,STEM,Low,Medium,No,3.85,No,0.88,0.232,0.543,0.151,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01853,Female,Business,Low,High,Yes,2.76,No,0.56,0.689,0.672,0.207,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01854,Female,Arts & Humanities,Medium,Medium,No,3.55,No,0.615,0.322,0.844,0.425,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01855,Male,Business,High,Low,No,3.39,Yes,0.688,0.879,0.677,0.698,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01856,Female,STEM,Medium,Medium,No,3.15,No,0.471,0.194,0.736,0.392,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01857,Male,STEM,High,High,Yes,4.62,No,0.818,0.341,0.661,0.137,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01858,Male,Social Sciences,Medium,Medium,No,2.58,Yes,0.304,0.847,0.661,0.809,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01859,Male,Business,Low,High,Yes,3.26,No,0.476,0.502,0.616,0.164,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01860,Female,Business,Medium,Medium,No,2.26,No,0.235,0.546,0.576,0.404,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01861,Male,STEM,Low,High,Yes,3.97,Yes,0.523,0.672,0.471,0.686,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01862,Female,Business,Medium,Medium,No,3.9,No,0.588,0.599,0.469,0.339,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01863,Female,Arts & Humanities,Low,High,No,4.7,Yes,0.511,0.722,0.699,0.718,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01864,Male,Business,High,High,Yes,5,Yes,0.636,0.657,0.787,0.662,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01865,Male,Social Sciences,Medium,Medium,Yes,4.85,No,0.568,0.382,0.72,0.502,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
